Identifier,Date of Publication
3208831,1893
3209281,1879
3209984,1892
3211723,1862
3211729,1803
3211830,1661
3211867,1815
3211910,1822
3212137,1857
3212144,1896
3212310,1607
3212322,1839
3212392,
3212424,1861
3212447,
3212450,1884
3212474,1814
3212475,1818
3212476,1824
3212484,1809
3212595,
3212629,1874
3212692,1862
3212745,1876
3212860,
3213061,1839
3213203,1884
3213306,1877
3213601,1848
3214168,1838
3214222,
3214302,
3214363,
3214473,1887
3214592,1818
3215065,1889
3217002,1883
3217928,1866
3218584,1865
3219275,1809
3220051,
3220156,1894
3221114,1874
3222045,1864
3222386,1862
3222432,1885
3222465,1850
3222561,1881
3222628,1890
3222680,1898
3222956,1861
3222968,1809
3223492,1864
3223516,1887
3223558,1898
3223598,1862
3223636,1868
3224111,1864
3224298,1890
3224399,1887
3224607,1789
3224821,1846
3225607,1754
3226025,
3226156,1890
3226247,
3226635,1877
3227451,1899
3228203,1897
3228661,1819
3228692,1887
3229525,1892
3230083,1894
3230368,1899
3231144,1867
3231220,1881
3231478,1834
3232369,1813
3232382,1882
3233334,1800
3233455,1868
3237131,1881
3238344,1749
3238953,1897
3239093,1890
3242628,
3242838,1893
3244063,1867
3245029,1825
3245609,1893
3245710,
3247198,1808
3247199,1807
3247200,1807
3248771,1847
3250824,1728
3251836,1890
3252024,
3253535,1897
3254078,
3254816,1850
3255413,1682
3255708,1885
3256101,1802
3256861,
3257016,
3257732,1882
3259081,1777
3259243,1869
3259246,1884
3259565,1880
3260204,1818
3261313,1847
3261335,1887
3262040,1885
3262614,1851
3262800,1858
3263581,1862
3263625,1847
3263773,
3263884,1875
3264418,1884
3264441,1853
3265462,1813
3265992,1860
3268395,1881
3269926,1874
3270447,
3270831,1858
3270832,1877
3271436,1879
3271521,1736
3273002,1812
3274681,1814
3274864,1861
3274868,1873
3274869,1873
3274872,1857
3274877,1858
3275504,1857
3277110,1828
3277745,1897
3278484,1855
3279197,1868
3279745,1835
3280203,1836
3280595,1853
3280734,1853
3281184,1874
3281337,1866
3281758,1844
3281759,1882
3283623,1863
3283638,1890
3284568,1865
3286089,1888
3286096,1890
3286101,1880
3286568,1892
3287205,1856
3287206,1858
3287405,1860
3287564,
3287627,1898
3289834,1888
3289835,1888
3290721,1878
3290865,1895
3291312,1888
3291324,1898
3291851,1849
3291962,1882
3292843,1853
3293469,1849
3293788,1769
3294037,1893
3296442,1850
3296443,1858
3298570,
3299677,1889
3300002,1824
3300888,1895
3302369,1897
3303277,1858
3305033,1839
3306027,1874
3306630,1850
3306631,1852
3307072,
3307288,1879
3307403,1873
3307410,1894
3308565,1895
3308752,1850
3308822,1890
3309986,1801
3310036,1894
3313718,1887
3314146,1874
3314367,
3315159,1818
3315611,1867
3316641,1892
3316936,1857
3316947,1868
3316949,1870
3316957,
3316964,1882
3316969,1887
3316970,1888
3316997,1812
3317067,1852
3317170,1840
3317253,1898
3317309,1812
3317380,1897
3317555,1810
3317571,1853
3317598,1896
3317684,1854
3317692,
3317842,1855
3317860,1899
3317922,1898
3317948,1898
3318018,1898
3318042,1813
3318100,
3318188,
3318229,1886
3318244,1881
3318277,1822
3318651,1848
3318856,1868
3320288,
3321540,1863
3321661,1864
3321737,1749
3321755,1867
3322665,1897
3322696,1884
3325255,1804
3325256,1805
3325292,
3325674,1826
3326899,1883
3328586,1888
3328764,1852
3328833,1825
3332268,1811
3332658,1784
3333210,1899
3333804,1881
3334245,1884
3334871,1863
3335012,
3335377,1852
3335601,1872
3335646,1878
3335648,1876
3336390,1830
3336650,1828
3336721,1686
3338492,1891
3338915,1895
3338928,1893
3339612,1891
3339787,1872
3341631,1881
3341723,1857
3343175,1888
3344033,
3344208,1889
3344295,1676
3344337,1694
3344431,1864
3344463,1870
3345083,1869
3345904,1776
3346117,1868
3346274,1873
3349221,1693
3349358,
3349378,1851
3349407,
3349847,1773
3349853,1778
3349855,1784
3349856,1785
3349873,MDCCCC.
3349877,1802
3349918,1825
3349921,1825
3350499,1776
3350645,1766
3350652,1819
3350653,1822
3350654,1832
3350656,1836
3351384,1759
3351709,1814
3351866,1893
3351982,1815
3352132,1789
3352328,1699
3352477,1681
3352637,1815
3352955,1786
3353052,1893
3353556,1814
3353695,1859
3353788,1814
3354098,1893
3354140,1789
3354144,1690
3354184,1815
3354197,1749
3354213,1703
3354250,1687
3354491,1828
3354571,
3354575,
3354576,
3354947,1792
3354951,1770
3354954,1773
3354959,1766
3354964,1785
3354985,1797
3355060,1853
3355065,1787
3355067,1777
3355111,1755
3357968,1871
3358158,1880
3361214,1857
3361688,1860
3361845,1898
3362688,1897
3363044,1854
3364037,
3364069,1847
3364086,1840
3364094,
3364095,1870
3364096,
3364104,
3364107,1882
3364108,
3364110,1888
3364111,1889
3364114,1892
3364135,1844
3364140,
3364159,1888
3364228,1876
3364240,1883
3364278,1898
3364297,1876
3364342,
3364363,1880
3364377,1898
3364485,1892
3364715,1889
3364873,1854
3365424,1850
3365673,1829
3365958,1839
3366019,1870
3366868,1885
3367115,1863
3367426,1825
3368416,1868
3368600,1827
3368707,1870
3369248,1870
3369453,1688
3369815,1851
3370774,1812
3370900,1863
3370994,1638
3372677,
3372678,1898
3372733,1889
3373575,1870
3374307,1868
3374314,1867
3374877,
3375795,1734
3376543,1848
3376619,
3376628,1867
3377292,1853
3377301,c.1825
3377310,1827
3377371,1873
3378114,
3378218,1843
3378279,1860
3378387,1892
3378396,1825
3379115,1859
3379429,1847
3379430,1835
3380238,1899
3381241,1894
3381248,1888
3381817,1886
3382632,1894
3384310,1854
3384494,1776
3385576,1733
3385713,1892
3387334,1884
3389730,1849
3390193,1869
3390727,1846
3392261,1893
3392660,1899
3393242,1883
3393362,1866
3394309,1894
3394310,1899
3396851,1893
3396981,1896
3397043,1868
3397863,1851
3398227,1862
3398928,1879
3398945,1892
3399095,1853
3399688,1881
3400391,1874
3401434,1863
3401842,1843
3401893,1876
3402062,1883
3403150,1891
3403275,
3404956,1840
3405235,
3405267,
3405646,1884
3405905,1880
3406014,1896
3406287,1857
3407512,1828
3407846,
3409962,1753
3410011,
3410600,1865
3411511,1898
3412784,1886
3412844,1848
3412846,1864
3412849,1897
3413193,1862
3413394,1891
3414222,1850
3415351,
3416473,1899
3417092,
3418042,1699
3418181,1891
3418338,1879
3419007,1851
3419031,1871
3419697,1865
3419711,1867
3419717,1873
3419824,
3420056,
3420059,
3420069,1888
3420096,1896
3420309,1846
3422549,1898
3423525,1850
3423594,1858
3423947,1849
3423962,1893
3424288,1888
3424292,1890
3424364,1894
3424701,1885
3425069,1897
3425125,1897
3426314,1797
3426348,1870
3426445,1753
3427005,
3427006,
3427089,1813
3427499,1836
3427671,1875
3427797,1864
3427913,1897
3428410,1861
3428421,1856
3428784,1881
3429022,1831
3429141,1893
3431381,1894
3431879,1869
3431886,1687
3432297,1867
3432299,1864
3435536,1887
3435920,1827
3436138,1809
3436143,1843
3436173,1835
3436452,1874
3437576,1866
3437583,1879
3437919,1834
3438451,
3438820,1895
3438896,1895
3439114,1891
3439115,1893
3439116,1895
3439379,1896
3440228,1864
3440231,1866
3440757,1889
3440892,
3440902,1887
3440920,
3441448,1825
3441507,1807
3441509,1800
3441702,1865
3441816,1861
3442023,1812
3442119,1639
3443692,1896
3445232,1874
3445817,1855
3446228,1879
3446229,1879
3447624,1868.
3448672,1862
3448687,1817
3448688,1818
3448831,1832
3448845,
3449102,1819
3455744,1870
3456324,1819
3456343,
3457177,1898
3457881,1884
3458660,
3459251,1864
3459254,
3459255,1868
3459327,1861
3459582,
3459693,1891
3460498,1896
3460499,1898
3460700,
3461107,1899
3461200,1898
3461607,1842
3461613,1859
3461622,1882
3461700,1871
3461947,1887
3461948,1889
3465129,1885
3465932,1824
3466482,
3466764,1859
3466780,1840
3467005,1756
3467592,1847
3467904,1882
3469834,1885
3469903,1870
3470304,
3470652,1857
3472534,1897
3472898,1871
3472952,1881
3473070,
3473509,1887
3473510,1890
3474327,1869
3474328,1871
3475322,1846
3477186,1878
3477495,1840
3477688,1777
3477856,1852
3477857,1832
3477888,1738
3478843,1874
3478845,1887
3478853,1890
3478854,
3478856,1890
3478857,1894
3478859,1890
3478860,
3478862,
3478869,1875
3478878,1888
3478884,
3479116,1815
3479823,1837
3479906,1886
3479949,1869
3480872,1850
3483153,1897
3483688,1889
3487309,1880
3488144,1896
3488149,1894
3488150,1895
3488151,1895
3488315,1894
3489130,1855
3489131,1867
3492684,1879
3493280,1853
3493444,1885
3493777,1664
3493778,1861
3493779,1861
3494854,1885
3495258,
3495401,1854
3495417,1848
3495461,
3495541,1897
3497915,
3497991,1845
3498273,1801
3499240,1888
3499567,
3499688,1890
3499810,1890
3500073,1887
3500075,
3500952,1899
3501018,1894
3501036,1895
3501037,1896
3501240,1896
3501454,1894
3501512,
3501572,1899
3501737,1896
3501743,1898
3501781,1894
3501787,
3501789,1899
3502878,1885
3503024,1843
3503580,1886
3503590,1800
3504213,1888
3504628,1832
3505234,
3506181,1893
3506282,1869
3506306,1811
3506778,1882
3506978,1884
3507924,1881
3510292,1890
3510400,1898
3510440,1889
3510777,1876
3512622,1889
3514720,1891
3514921,
3514983,1858
3515912,1817
3516347,1897
3516571,
3517760,1861
3518765,1876
3518767,1893
3518828,1732
3519169,1881
3519690,1893
3521428,1864
3521829,1873
3521832,
3522494,1871
3523089,1896
3523404,1860
3523429,1897
3524394,1873
3525340,1892
3527384,1851
3529776,1886
3532213,1880
3532649,1858
3532885,1815
3534539,
3535763,1890
3537490,1896
3537938,1840
3537942,1859
3538944,
3538945,
3539046,1880
3539150,1888
3539528,1803
3540345,1862
3540357,1880
3540522,1885
3540767,1844
3541077,1863
3542092,1858
3542534,1881
3542535,1882
3542757,1884
3543679,1883
3545242,1891
3545394,
3545495,1891
3545646,1818
3545973,1858
3545977,1876
3546027,1881
3546342,1899
3547576,1878
3547631,1860
3548142,
3548915,
3550295,1789
3550517,1858
3551829,1870
3555849,1866
3556148,1883
3556149,1884
3556464,1891
3556889,1858
3557206,1772
3557266,1892
3557362,1741
3557443,1886
3558111,1878
3558237,1890
3558893,1870
3559129,
3560292,1816
3560426,
3560550,1884
3561114,1839
3561980,1866
3562081,1880
3562142,1688
3562805,1892
3564320,1844
3564397,1873
3565413,1866
3566940,1825
3567251,1871
3567486,1805
3567487,1803
3568886,
3569512,1672
3569524,1896
3569708,1867
3570822,1870
3571024,1829
3571028,1836
3571201,1882
3571393,1804
3571441,1864
3571443,1876
3571445,1892
3572850,1875
3572924,1876
3573086,1860
3573090,1867
3573091,1869
3573982,1810
3573983,1810
3573985,1816
3574028,1880
3574132,1819
3574158,1821
3574748,1710
3574849,1816
3575090,1896
3575171,1872
3575627,1872
3577000,
3577220,1861
3577228,1820
3577231,1819
3577247,1899
3578184,
3578275,
3579984,
3580210,1897
3580922,1859
3581229,1883
3581745,1870
3582348,1860
3582493,1854
3582834,1628
3583316,1753
3583688,1685
3583689,1693
3583699,1680
3583738,1876
3583974,
3583998,1660
3584291,1813
3585483,1884
3585734,1887
3586024,1810
3586318,1884
3586514,1874
3586644,
3586686,
3586917,1851
3586919,1860
3587095,1888
3588686,
3588804,1825
3588971,1892
3589611,
3589893,1852
3589994,1888
3590884,1865
3591699,
3592018,1847
3592040,
3592778,1872
3594253,
3594925,1875
3594926,1895
3595096,1805
3596507,1884
3596727,1856
3597201,1887
3597710,1858
3597860,1866
3597995,1856
3598831,1898
3598894,1893
3598928,
3598950,1869
3598956,1889
3598966,1867
3598973,
3598974,1888
3599001,1898
3599127,1888
3599150,1878
3599174,
3599197,1857
3599308,1887
3599458,1873
3599468,1871
3599499,1898
3599671,1892
3600001,1833
3601569,1859
3601760,1891
3603252,1865
3604261,
3604523,
3604524,1858
3605102,17
3605161,1896
3605211,1896
3605286,1898
3605287,
3605315,1897
3605388,1898
3605701,1853
3605915,1852
3606188,1890
3606539,1865
3607165,1759.
3607792,1804
3607819,
3607820,1795
3607960,1729
3610566,1790
3610999,1786
3611445,1878
3612105,1814
3612872,1837
3612986,1881
3612989,1845
3612998,1845
3613000,
3613004,1873
3615490,1765
3615491,
3617220,
3617233,
3619288,
3621609,1875
3623080,1879
3623760,1889
3624547,
3625346,1894
3626034,1895
3626126,1894
3626156,1788
3626161,1802
3626162,1803
3626174,1853
3626183,
3626222,1841
3626353,1892
3626380,1826
3626651,1875
3626801,1882
3627212,
3628263,1869
3628293,1884
3628773,1865
3628786,
3628788,
3629988,1863
3630298,1897
3630304,1897
3630594,1874
3631247,
3631248,
3631431,1854
3631733,1852
3631829,1734
3632141,1892
3632209,
3632345,1866
3632552,1872
3632607,1823
3635325,
3635922,
3636523,1892
3637709,1888
3637710,1892
3638470,1857
3638713,1887
3639055,
3639056,
3639068,
3639567,1891
3639842,1859
3639910,1866.
3640069,1827
3641137,
3642215,1891
3642448,1847
3643033,1883
3643041,1889
3643117,1807
3644060,1813
3644647,1863
3645035,1811
3645199,1894
3645360,1896
3648469,1880
3650033,
3650899,1857
3651270,1894
3651367,1852
3651411,1836
3651567,1879
3652067,1882
3652098,1884
3652253,1898
3652960,1810
3653059,1848
3653312,1894
3653404,1873
3653588,1821
3654111,1834
3656320,1893
3656887,1842
3660426,
3661128,1882
3661803,1833
3661893,1881
3661962,1804
3662452,1838
3663115,1796
3663591,1863
3664418,1892
3664651,
3665123,1857
3665827,1895
3667365,1863
3667367,1886
3667396,1824
3667408,1840
3667419,1895
3668315,1869
3669474,1879
3670598,
3670603,
3670792,1868
3671970,1857
3672034,1872
3672454,1860
3672797,1879
3672798,1818.
3673654,1895
3673927,1864
3673929,1868
3673954,1734
3674386,1810
3674777,1803
3675224,1886
3677015,1888
3677227,1791
3677495,1889
3678097,1871
3678337,1867
3678476,1867
3678531,1869
3678611,1869
3678638,1864
3678671,1870
3678867,1840
3678868,1841
3678969,1885
3679555,1894
3680563,1852
3680665,1890
3681139,1702
3681869,1787
3682040,
3682226,1899
3682710,1897
3683320,1732
3683407,1852
3684376,1859
3684414,1847
3685867,
3685947,1831
3686605,1877
3686722,1818
3687254,1887
3687383,
3687612,1863
3687613,1862
3688165,1840
3688589,1678
3689274,1897
3689720,1876
3690807,1884
3691484,
3692019,1859
3692739,1882
3692961,1884
3694497,1823
3695984,1876
3695989,1876
3695990,1889
3696653,1857
3696859,1894
3697019,1861
3697179,1863
3697401,1893
3698118,1841
3698678,1896
3699299,1837
3699637,
3699976,1851
3700046,1870
3700103,1825
3700200,1845
3700207,1863
3700342,1885
3701038,1856
3702845,1896
3703637,1859
3704596,1807
3704719,1835
3705175,1847
3705638,
3705707,
3706315,1870
3706456,1888
3706743,1895
3707497,1865
3707806,1853
3738503,1884
3738830,1850
3739117,1858
3739505,1872
3741485,1832
3743043,1893
3743284,1853
3744124,1882
3747194,1879
3748523,1898
3748616,1854
3748732,1854
3748948,1879
3749551,1851
3751423,1893
3751451,1860
3753397,1867
3754428,1879
3755665,1875
3755887,1875
3755971,1799
3756024,1868
3756531,1899
3759021,1724
3759775,1853
3759812,1867
3759924,1809
3761232,
3761409,1890
3761759,1885
3761924,1880
3762939,1899
3762999,1822
3763128,
3763563,1893
3763927,1897
3764091,1858
3764409,1883
3765086,
3766233,1884
3766633,1826
3768024,1825
3770463,1870
3770751,1892
3772360,1781
3772370,1826
3772457,1842
3772483,1824
3773901,1896
3774049,1871
3774413,1781
3774467,1888
3775163,1894
3775266,1878
3775658,
3775871,1885
3775882,1899
3776797,1899
3777144,1878
3777954,1896
3778901,
3778903,1876
3779191,
3781305,1820
3781482,1866
3781506,1872
3781564,1777
3782364,1880
3783102,1894
3783416,1844
3783417,1844
3783418,1845
3783419,1845
3783420,1846
3783421,1847
3783429,1846
3785339,1845
3785554,1872
3785598,1879
3785767,1874
3786602,1821
3786603,1822
3787169,
3787170,
3787178,1888
3787340,1842
3787341,1842
3787759,1864
3787778,1862
3787779,1863
3787989,1890
3788001,1878
3789045,1886
3789089,1862
3791249,1839
3791250,1854
3791938,1846
3793630,1886
3794153,1874
3794551,1832
3794925,1887
3794927,1888
3794928,1888
3794929,1888
3794930,1891
3795198,1853
3795422,1829
3795615,
3795694,1819
3795771,1805
3796206,
3796579,1899
3797063,1857
3797970,1894
3797972,1892
3798470,
3798876,1841
3799456,1878
3800398,1818
3800594,1863
3800936,1890
3801267,1855
3802585,
3803277,1843
3803279,1701
3803313,1874
3803620,1842
3803903,1696
3804730,1849
3804790,1814
3804945,1895
3804991,1862
3806535,
3806719,1897
3806764,1869
3806794,1885
3807402,1879
3810705,1804
3810786,1883
3811276,
3811400,1862
3813572,1804
3813751,
3814068,1827
3814495,1738
3814731,1744
3814734,1766
3815249,1899
3815447,1891
3816179,1861
3817098,1870
3819213,1840
3819307,
3819635,
3819886,1853
3820078,1881
3821060,1896
3821585,1898
3822270,1868
3822507,1884
3822609,1827
3822813,1862
3822868,1866
3822971,1865
3823220,1827
3823235,
3823253,1637
3823421,1886
3823617,1592
3823623,1651
3823628,1678
3823780,1778
3823979,1882
3824002,1858
3824158,1896
3824280,1898
3824758,1874
3825150,1899
3826435,1838
3826958,1861
3827214,1873
3827940,1892
3828337,1854
3829583,1892
3829969,1830
3830066,1869
3830531,1859
3830533,1865
3831767,
3833079,1796
3834621,1801
3835636,1893
3836194,1815
3836231,1844
3836361,1809
3837399,1885
3838889,1883
3839111,1899
3839134,1898
3840510,1857
3840628,
3841297,1892
3842477,1847
3842478,1845
3842682,1741
3843062,1862
3843433,1856
3844748,1893
3845504,1898
3846189,1878
3846939,1835
3846958,1882
3846960,1884
3848141,
3848369,1875
3849309,1893
3849971,1843
3850429,
3850622,1838
3851210,1895
3852089,1869
3852459,1856
3852798,1771
3853657,1881
3853658,1881
3853659,1881
3853660,1882
3853661,1881
3853726,1876
3854817,1857
3854908,
3854910,
3857177,1887
3857372,1873
3857375,1872
3857405,1886
3857662,
3857689,1830
3857702,1812
3859873,1803
3859878,1882
3859912,1898
3860609,1880
3861081,1853
3861167,1867
3861629,
3861858,
3862093,1814
3863182,1892
3864442,1844
3864719,1889
3865542,
3865785,
3867859,
3867877,
3868206,1890
3868386,1893
3869400,1858
3870150,1877
3870470,1899
3870802,1879
3871274,1892
3872120,1851
3873727,1830
3873782,
3873852,1661
3873853,1661
3874419,1834
3874883,1888
3874923,1891
3875688,1897
3875926,1886
3876554,1863
3876656,1851
3877535,1822
3878029,1834
3879981,1855
3880728,1876
3881686,1890
3882558,1890
3882775,1839
3883007,1894
3883433,1863
3883474,1869
3883477,1862
3883925,1823
3883926,1824
3884326,1837
3884327,1844
3884329,1858
3884332,1809
3884335,1837
3884368,1853
3884388,1815
3884507,1805
3886316,1896
3886589,1885
3887718,1820
3889047,
3889141,1854
3889208,1882
3889706,1857
3890476,1848
3890477,1849
3890536,1809
3890545,1805
3890718,1878
3890748,1876
3890952,1889
3892868,1693
3893798,1826
3893909,
3894571,1884
3895044,1813
3895051,1802
3896081,1892
3898481,1859
3898582,1858
3898588,
3899502,1849
3899647,1888
3899919,1869
3901032,1836
3901089,1854
3901332,
3901596,1739
3902184,1844
3902397,1884
3902604,1878
3903167,
3903237,1870
3903297,1869
3903527,1892
3904607,1818
3904608,1842
3905148,1884
3905181,1872
3905215,1680
3905705,1862
3906039,1890
3907279,1845
3907386,1856
3908042,1806
3908835,1857
3908836,1885
3909529,1897
3910845,1866
3911480,1855
3911548,1887
3912687,1889
3912908,1842
3913027,1886
3914422,1894
3914507,1866
3914630,
3914681,1878
3914884,1873
3914901,1871
3914902,1880
3915502,1839
3915595,1865
3916250,1893
3916704,1897
3919075,1858
3919077,1889
3919534,1881
3919536,1888
3919817,1874
3919843,1885
3919856,1697
3919888,1850
3919890,1875
3919903,1880
3920248,1860
3920569,1813
3921060,1800
3921167,1850
3921778,1886
3922108,1836
3924479,1857
3924778,1828
3925088,
3925385,1843
3926220,1857
3926780,
3927578,1889
3928021,1878
3929039,1877
3929761,1766
3929765,1779
3931493,1822
3931934,1852
3932647,1897
3932748,1845
3932833,1882
3933246,1819
3933278,1801
3933357,
3933396,1876
3933768,1852
3934491,
3936391,1897
3936401,1845
3938738,1877
3939199,1870
3940456,1818
3940693,1889
3940880,1893
3940895,1897
3941140,1899
3941158,
3941186,1863
3941288,1897
3941697,1859
3942522,1857
3943332,1883
3943349,1871
3943555,1824
3944567,1878
3944825,1886
3944996,1812
3946733,1881
3946859,1872
3946872,1860
3946876,1861
3947531,1880
3948130,1884
3948258,
3948259,
3948493,1866
3948826,1691
3949849,1893
3949993,1848
3950039,1892
3950274,1881
3950602,1875
3950835,1820
3951120,1877
3951146,
3951409,1897
3951940,1877
3952291,
3952832,1892
3953258,
3954038,1881
3954691,1825
3954692,1853
3954693,1854
3955472,1843
3955494,1847
3955527,1873
3957105,1891
3957108,1891
3957109,1889
3957792,1895
3958185,1881
3958589,1884
3960298,1868
3960581,1841
3961651,1890
3961665,1855
3962132,1874
3962984,1847
3963314,1829
3964076,1884
3964587,1852
3964596,1837
3966698,1861
3966758,1864
3966762,1892
3966763,1865
3966803,
3966804,1855
3966811,1869
3966812,
3966844,1872
3967030,1877
3967199,1864
3968628,1890
3968680,1895
3969068,1802
3969087,1872
3969226,1868
3969291,1892
3969292,1892
3969539,1875
3970177,1887
3970308,
3970310,1895
3970444,
3970511,1804
3970512,1805
3970728,1867
3970785,1851
3970965,1846
3971774,1868
3971804,1859
3971864,1814
3972564,1894
3973004,
3973198,1807
3973630,1847
3974927,1876
3975585,1888
3976063,1821
3976269,
3976516,1859
3976517,1882
3976722,1874
3976724,1894
3976858,1871
3976869,1882
3976906,1866
3976926,1888
3976928,1889
3976930,1891
3976936,
3976942,1897
3977190,1888
3977225,1867
3977226,1889
3977260,1810
3977672,1870
3977678,1892
3977682,1898
3977712,1887
3977713,1875
3978879,1876
3979491,1881
3979499,1886
3979722,1782
3979902,1866
3980045,1813
3980046,1817
3981405,1889
3981489,
3981506,1890
3981539,1894
3983034,
3983058,
3983651,1898
3983979,
3984663,1884
3984685,1848
3984714,1862
3984716,
3984756,1873
3987050,1855
3987060,1853
3987208,1862
3987376,1863
3987746,1892
3987841,1878
3987937,1879
3988008,1858
3988508,1767
3988986,
3989318,1893
3989332,
3989659,1876
3990706,1852
3990708,1856
3990855,1865
3991234,1839
3991380,1895
3991435,1857
3991586,1858
3991699,1858
3992047,1834
3992074,1879
3992165,1811
3992166,1813
3992170,1877
3992285,1803
3992366,1812
3992413,1834
3992457,1804
3992467,1856
3992775,1857
3992836,1853
3993027,1838
3993080,
3993182,
3994823,1766
3994944,
3995356,
3995773,1824
3996472,1858
3996476,1852
3996544,1876
3996572,1810
3996603,1786
3996604,1787
3997257,1854
3997941,1807
3998513,1893
3998658,1843
3998913,
3999174,1885
3999230,1813
3999294,1885
3999796,
3999998,1878
4000330,1898
4000460,1882
4000463,1860
4001073,1853
4001224,1877
4001226,1868
4001363,1898
4001662,1819
4001667,1813
4002177,1835
4002305,
4002984,1858
4003256,
4003786,1874
4006300,
4006404,1818
4006496,1898
4006497,1894
4006498,1896
4006577,1832
4007568,1883
4009773,1886
4010263,1888
4010998,1884
4013565,1846
4014489,1890
4015049,1889
4016249,1879
4018488,1880
4018987,
4022193,1841
4023972,1847
4024911,
4025668,1835
4027249,1803
4027337,1889
4027793,1856
4028157,1888
4029050,1899
4029064,1869
4030632,1831
4030703,1873
4041055,1801
4046468,
4053464,
4063671,1896
4072044,
4077038,
4079258,1750
4079262,1879
4112297,
4112525,1889
4112839,
4113012,1876
4113816,
4114334,
4114390,1708
4114889,
4114986,1777
4115138,
4116063,1866
4117526,1862
4117583,1894
4117749,1868
4117751,1882
4117752,1883
4156359,1898
4157746,1811
4157862,1867
4158088,1838
4158128,1831
4159563,
4159587,1834
4160339,1834
